id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,country
1189000025,2015/12/29,659000,3,1.5,1540,5040,2,USA
4047200580,2015/12/30,265000,2,1.5,1440,22081,2,USA
2607720150,2015/12/31,492000,4,3.75,2810,10840,2,USA
5459300040,2016/1/1,715000,4,2.5,2450,7700,1,USA
2613200025,2016/1/2,175000,2,1,1330,28270,1.5,USA
686050100,2016/1/3,975000,4,3.5,3130,52322,2,USA
2117700065,2016/1/4,306950,1,1,730,5005,1,USA
6899990230,2016/1/5,600000,2,2.5,2510,14878,2,USA
7950700120,2016/1/6,279000,4,2,1980,10051,1,USA
7852090180,2016/1/7,538500,3,3.5,2500,4270,2,USA
3066410850,2016/1/8,594950,4,2.5,2720,10006,2,USA
2422059015,2016/1/9,533050,2,1,910,295772,1,USA
7436500360,2016/1/10,510000,3,1.75,1480,7040,1,USA
984210590,2016/1/11,360000,4,2.25,2470,8686,1,USA
8024202350,2016/1/12,435000,2,1,1650,5106,1,USA
6392002020,2016/1/13,559000,3,1.75,1700,6500,1,USA
6398000191,2016/1/14,645000,2,1.5,1995,115670,1.5,USA
3904100065,2016/1/15,340000,2,1,1280,9690,1,USA
5535600150,2016/1/16,565000,4,2.5,2980,10459,2,USA
8024200820,2016/1/17,575700,3,1.75,1730,6130,1,USA
9301300215,2016/1/18,1010000,3,3.25,2420,1923,2,USA
1122069006,2016/1/19,540500,3,2,2800,185130,1,USA
5379801972,2016/1/20,265000,5,4,1400,8580,1,USA
4077800088,2016/1/21,699950,4,2,2070,7830,1,USA
1823069059,2016/1/22,355000,1,1.75,750,20339,1,USA
7979900215,2016/1/23,381000,3,1.5,1460,11407,1,USA
5101404444,2016/1/24,564000,5,2.25,2140,8700,1,USA
892000025,2016/1/25,114975,2,1,740,6250,1,USA
6303400395,2016/1/26,325000,1,0.75,410,8636,1,USA
2320069189,2016/1/27,299990,2,1,1570,125452,1,USA
2568200610,2016/1/28,751000,5,2.75,2860,5280,2,USA
6073230230,2016/1/29,425000,3,2.25,1400,6970,2,USA
1024049006,2016/1/30,665000,3,1.75,2700,5040,1,USA
823069044,2016/1/31,833450,5,4,4460,269345,2,USA
2926049086,2016/2/1,575000,7,1.5,2670,11250,1.5,USA
5127001320,2016/2/2,190000,3,1.75,1520,9600,1,USA
5127001320,2016/2/3,314950,3,1.75,1520,9600,1,USA
1994200375,2016/2/4,601150,2,2,1660,5200,1,USA
7100000035,2016/2/5,315000,2,1,860,8308,1,USA
6329000705,2016/2/6,545000,2,1.5,2340,13380,1,USA
7524950870,2016/2/7,565000,4,2.25,2110,10698,2,USA
9564800145,2016/2/8,175000,3,1,1010,7034,1,USA
2077700042,2016/2/9,530000,3,2,2330,26571,2.5,USA
3835500195,2016/2/10,4489000,4,3,6430,27517,2,USA
259000100,2016/2/11,430000,3,1.75,1610,7900,1,USA
1796360870,2016/2/12,225000,3,1.75,1460,8372,1,USA
923049440,2016/2/13,312000,5,4,2900,9779,2,USA
9144100298,2016/2/14,380000,3,1,1260,7980,1,USA
3223049158,2016/2/15,222200,2,1,1210,10000,1,USA
5456000025,2016/2/16,1438890,5,3.5,3420,8000,2,USA
3558000120,2016/2/17,329950,4,2.5,2120,4558,2,USA
6133100120,2016/2/18,995000,3,2.5,2460,10300,1,USA
5608000590,2016/2/19,929950,3,3.5,3790,10829,2,USA
8651480090,2016/2/20,692000,4,2.5,2350,9779,1,USA
2768301490,2016/2/21,402000,2,1,620,2475,1,USA
3325069060,2016/2/22,510000,3,1.75,1920,43560,1,USA
1523300157,2016/2/23,325000,2,0.75,1020,1076,2,USA
